CMDLINE /usr/local/opt/python/bin/python3.7 __main__.py
MEM 367.871094 1567887152.8993
MEM 367.953125 1567887153.0044
MEM 368.019531 1567887153.1096
MEM 368.093750 1567887153.2132
MEM 368.144531 1567887153.3145
MEM 368.195312 1567887153.4181
MEM 368.285156 1567887153.5196
MEM 368.367188 1567887153.6248
MEM 368.484375 1567887153.7252
MEM 368.554688 1567887153.8275
MEM 368.628906 1567887153.9318
MEM 368.746094 1567887154.0370
MEM 368.820312 1567887154.1398
MEM 368.871094 1567887154.2449
MEM 368.980469 1567887154.3465
MEM 369.054688 1567887154.4480
MEM 369.140625 1567887154.5483
MEM 369.214844 1567887154.6485
MEM 369.308594 1567887154.7487
MEM 369.386719 1567887154.8539
MEM 369.484375 1567887154.9554
MEM 369.507812 1567887155.0572
MEM 367.777344 1567887155.1620
MEM 367.855469 1567887155.2628
MEM 367.921875 1567887155.3644
MEM 368.007812 1567887155.4654
MEM 368.093750 1567887155.5706
MEM 368.179688 1567887155.6753
MEM 368.269531 1567887155.7800
MEM 368.332031 1567887155.8822
MEM 368.425781 1567887155.9825
MEM 368.515625 1567887156.0878
MEM 368.578125 1567887156.1885
MEM 368.671875 1567887156.2915
MEM 368.753906 1567887156.3952
MEM 368.835938 1567887156.4965
MEM 368.917969 1567887156.5985
MEM 369.000000 1567887156.6987
MEM 369.085938 1567887156.7995
MEM 369.156250 1567887156.9025
MEM 369.257812 1567887157.0077
MEM 369.339844 1567887157.1108
MEM 369.425781 1567887157.2152
MEM 369.519531 1567887157.3203
MEM 369.558594 1567887157.4253
MEM 369.644531 1567887157.5299
MEM 369.722656 1567887157.6310
MEM 369.820312 1567887157.7318
MEM 369.867188 1567887157.8334
MEM 369.953125 1567887157.9336
MEM 370.023438 1567887158.0371
MEM 370.128906 1567887158.1423
MEM 370.207031 1567887158.2476
MEM 370.292969 1567887158.3479
MEM 370.382812 1567887158.4487
MEM 370.449219 1567887158.5519
MEM 370.515625 1567887158.6570
MEM 370.582031 1567887158.7572
MEM 370.667969 1567887158.8625
MEM 370.750000 1567887158.9631
MEM 370.820312 1567887159.0652
MEM 370.917969 1567887159.1705
MEM 370.992188 1567887159.2753
MEM 371.042969 1567887159.3798
MEM 371.097656 1567887159.4800
MEM 371.175781 1567887159.5821
MEM 371.250000 1567887159.6873
MEM 371.312500 1567887159.7898
MEM 371.382812 1567887159.8950
MEM 371.449219 1567887159.9983
MEM 371.515625 1567887160.0987
MEM 371.570312 1567887160.2000
MEM 371.621094 1567887160.3042
MEM 371.699219 1567887160.4047
MEM 371.781250 1567887160.5065
MEM 371.863281 1567887160.6118
MEM 371.929688 1567887160.7148
MEM 372.015625 1567887160.8153
MEM 372.089844 1567887160.9156
MEM 372.167969 1567887161.0160
MEM 372.250000 1567887161.1212
MEM 372.328125 1567887161.2253
MEM 372.410156 1567887161.3299
MEM 372.476562 1567887161.4318
MEM 372.566406 1567887161.5323
MEM 372.636719 1567887161.6375
MEM 372.707031 1567887161.7389
MEM 372.781250 1567887161.8407
MEM 372.859375 1567887161.9415
MEM 372.933594 1567887162.0457
MEM 373.015625 1567887162.1494
MEM 374.160156 1567887162.2499
MEM 375.503906 1567887162.3551
MEM 378.332031 1567887162.4554
MEM 379.445312 1567887162.5606
MEM 380.007812 1567887162.6638
MEM 380.468750 1567887162.7649
MEM 380.468750 1567887162.8652
MEM 383.734375 1567887162.9655
MEM 383.007812 1567887163.0661
MEM 383.199219 1567887163.1713
MEM 384.308594 1567887163.2753
MEM 385.000000 1567887163.3801
MEM 383.718750 1567887163.4805
MEM 384.339844 1567887163.5819
MEM 384.347656 1567887163.6871
MEM 384.378906 1567887163.7884
MEM 384.457031 1567887163.8914
MEM 384.531250 1567887163.9932
MEM 384.632812 1567887164.0964
MEM 384.730469 1567887164.2004
MEM 384.820312 1567887164.3005
MEM 384.914062 1567887164.4058
MEM 385.000000 1567887164.5110
MEM 385.097656 1567887164.6131
MEM 385.183594 1567887164.7150
MEM 385.277344 1567887164.8154
MEM 385.367188 1567887164.9193
MEM 385.464844 1567887165.0214
MEM 385.542969 1567887165.1253
MEM 385.648438 1567887165.2297
MEM 385.730469 1567887165.3341
MEM 385.835938 1567887165.4385
MEM 385.933594 1567887165.5389
MEM 386.027344 1567887165.6441
MEM 386.113281 1567887165.7479
MEM 386.195312 1567887165.8515
MEM 386.289062 1567887165.9537
MEM 386.351562 1567887166.0542
MEM 386.429688 1567887166.1571
MEM 386.496094 1567887166.2596
MEM 386.574219 1567887166.3627
MEM 386.664062 1567887166.4632
MEM 386.722656 1567887166.5648
MEM 386.796875 1567887166.6700
MEM 386.871094 1567887166.7752
MEM 386.957031 1567887166.8791
MEM 387.027344 1567887166.9798
MEM 387.093750 1567887167.0819
MEM 387.183594 1567887167.1840
MEM 387.257812 1567887167.2880
MEM 387.351562 1567887167.3928
MEM 387.429688 1567887167.4976
MEM 387.507812 1567887167.6007
MEM 387.582031 1567887167.7050
MEM 387.656250 1567887167.8103
MEM 387.730469 1567887167.9139
MEM 387.789062 1567887168.0148
MEM 387.867188 1567887168.1151
MEM 387.929688 1567887168.2155
MEM 388.007812 1567887168.3159
MEM 388.085938 1567887168.4189
MEM 388.164062 1567887168.5237
MEM 388.230469 1567887168.6280
MEM 388.277344 1567887168.7303
MEM 388.339844 1567887168.8324
MEM 388.437500 1567887168.9366
MEM 388.511719 1567887169.0383
MEM 388.605469 1567887169.1389
MEM 388.703125 1567887169.2429
MEM 388.765625 1567887169.3463
MEM 388.851562 1567887169.4465
MEM 388.937500 1567887169.5488
MEM 389.019531 1567887169.6491
MEM 389.105469 1567887169.7495
MEM 389.164062 1567887169.8545
MEM 389.265625 1567887169.9584
MEM 389.347656 1567887170.0630
MEM 389.425781 1567887170.1665
MEM 389.500000 1567887170.2672
MEM 389.597656 1567887170.3710
MEM 389.675781 1567887170.4752
MEM 389.757812 1567887170.5796
MEM 389.859375 1567887170.6814
MEM 389.933594 1567887170.7840
MEM 390.019531 1567887170.8867
MEM 390.113281 1567887170.9890
MEM 390.191406 1567887171.0915
MEM 390.269531 1567887171.1927
MEM 390.367188 1567887171.2974
MEM 390.410156 1567887171.3976
MEM 390.515625 1567887171.4986
MEM 390.585938 1567887171.5990
MEM 390.660156 1567887171.7001
MEM 390.753906 1567887171.8053
MEM 390.820312 1567887171.9056
MEM 390.906250 1567887172.0059
MEM 390.992188 1567887172.1089
MEM 391.062500 1567887172.2129
MEM 391.156250 1567887172.3181
MEM 391.230469 1567887172.4233
MEM 391.320312 1567887172.5252
MEM 391.382812 1567887172.6277
MEM 391.445312 1567887172.7298
MEM 391.531250 1567887172.8309
MEM 391.589844 1567887172.9317
MEM 391.679688 1567887173.0369
MEM 391.726562 1567887173.1394
MEM 391.816406 1567887173.2447
MEM 391.878906 1567887173.3478
MEM 391.957031 1567887173.4497
MEM 392.035156 1567887173.5535
MEM 392.101562 1567887173.6577
MEM 392.199219 1567887173.7592
MEM 392.273438 1567887173.8630
MEM 392.335938 1567887173.9648
MEM 392.402344 1567887174.0652
MEM 392.468750 1567887174.1664
MEM 392.578125 1567887174.2669
MEM 392.640625 1567887174.3721
MEM 392.742188 1567887174.4753
MEM 392.808594 1567887174.5795
MEM 392.878906 1567887174.6816
MEM 392.929688 1567887174.7820
MEM 392.996094 1567887174.8859
MEM 393.066406 1567887174.9904
MEM 393.136719 1567887175.0940
MEM 393.214844 1567887175.1992
MEM 393.277344 1567887175.2994
MEM 393.347656 1567887175.4047
MEM 393.414062 1567887175.5055
MEM 393.449219 1567887175.6063
MEM 393.535156 1567887175.7087
MEM 393.613281 1567887175.8129
MEM 393.679688 1567887175.9141
MEM 393.757812 1567887176.0176
MEM 393.835938 1567887176.1195
MEM 393.914062 1567887176.2216
MEM 393.992188 1567887176.3260
MEM 394.062500 1567887176.4295
MEM 394.140625 1567887176.5311
MEM 394.207031 1567887176.6315
MEM 394.289062 1567887176.7318
MEM 394.355469 1567887176.8321
MEM 394.425781 1567887176.9349
MEM 394.507812 1567887177.0401
MEM 394.585938 1567887177.1404
MEM 394.664062 1567887177.2426
MEM 395.300781 1567887177.3462
MEM 395.375000 1567887177.4465
MEM 395.457031 1567887177.5477
MEM 396.660156 1567887177.6514
MEM 397.121094 1567887177.7563
MEM 404.585938 1567887177.8611
MEM 405.351562 1567887177.9628
MEM 405.742188 1567887178.0666
MEM 409.238281 1567887178.1685
MEM 408.281250 1567887178.2705
MEM 415.113281 1567887178.3707
MEM 415.671875 1567887178.4757
MEM 420.007812 1567887178.5803
MEM 421.269531 1567887178.6818
MEM 416.480469 1567887178.7827
MEM 407.738281 1567887178.8878
MEM 410.460938 1567887178.9893
MEM 410.871094 1567887179.0927
MEM 410.929688 1567887179.1953
MEM 411.011719 1567887179.2962
MEM 411.101562 1567887179.3975
MEM 411.191406 1567887179.4984
MEM 411.292969 1567887179.5998
MEM 411.382812 1567887179.7001
MEM 411.476562 1567887179.8053
MEM 411.554688 1567887179.9069
MEM 411.664062 1567887180.0087
MEM 411.746094 1567887180.1127
MEM 411.839844 1567887180.2148
MEM 411.921875 1567887180.3152
MEM 412.007812 1567887180.4154
MEM 412.093750 1567887180.5200
MEM 412.183594 1567887180.6252
MEM 412.277344 1567887180.7304
MEM 412.378906 1567887180.8315
MEM 412.476562 1567887180.9317
MEM 412.566406 1567887181.0322
MEM 412.667969 1567887181.1338
MEM 412.746094 1567887181.2385
MEM 412.828125 1567887181.3428
MEM 412.902344 1567887181.4461
MEM 412.976562 1567887181.5468
MEM 413.054688 1567887181.6475
MEM 413.132812 1567887181.7481
MEM 413.207031 1567887181.8485
MEM 413.265625 1567887181.9489
MEM 413.328125 1567887182.0541
MEM 413.421875 1567887182.1587
MEM 413.496094 1567887182.2628
MEM 413.574219 1567887182.3634
MEM 413.644531 1567887182.4651
MEM 413.707031 1567887182.5653
MEM 413.792969 1567887182.6689
MEM 413.878906 1567887182.7735
MEM 413.960938 1567887182.8788
MEM 414.039062 1567887182.9816
MEM 414.117188 1567887183.0819
MEM 414.183594 1567887183.1826
MEM 414.265625 1567887183.2875
MEM 414.324219 1567887183.3878
MEM 414.386719 1567887183.4882
MEM 414.457031 1567887183.5887
MEM 414.531250 1567887183.6929
MEM 414.609375 1567887183.7975
MEM 414.691406 1567887183.9004
MEM 414.742188 1567887184.0047
MEM 414.804688 1567887184.1087
MEM 414.855469 1567887184.2129
MEM 414.968750 1567887184.3178
MEM 415.035156 1567887184.4191
MEM 415.117188 1567887184.5200
MEM 415.207031 1567887184.6249
MEM 415.273438 1567887184.7294
MEM 415.371094 1567887184.8306
MEM 415.441406 1567887184.9310
MEM 415.507812 1567887185.0313
MEM 415.605469 1567887185.1315
MEM 416.171875 1567887185.2325
MEM 416.265625 1567887185.3355
MEM 416.343750 1567887185.4359
MEM 416.343750 1567887185.5388
MEM 416.167969 1567887185.6398
MEM 416.242188 1567887185.7400
MEM 416.292969 1567887185.8412
MEM 416.371094 1567887185.9447
MEM 416.457031 1567887186.0462
MEM 416.539062 1567887186.1475
MEM 416.628906 1567887186.2524
MEM 416.707031 1567887186.3552
MEM 416.789062 1567887186.4587
MEM 416.882812 1567887186.5639
MEM 416.968750 1567887186.6650
MEM 417.019531 1567887186.7655
MEM 417.117188 1567887186.8669
MEM 417.210938 1567887186.9671
MEM 417.285156 1567887187.0715
MEM 417.367188 1567887187.1726
MEM 417.441406 1567887187.2778
MEM 417.527344 1567887187.3789
MEM 417.605469 1567887187.4793
MEM 417.683594 1567887187.5795
MEM 417.777344 1567887187.6808
MEM 417.828125 1567887187.7847
MEM 417.937500 1567887187.8856
MEM 418.019531 1567887187.9880
MEM 418.101562 1567887188.0933
MEM 418.195312 1567887188.1960
MEM 418.257812 1567887188.2981
MEM 419.269531 1567887188.3985
MEM 419.332031 1567887188.4988
MEM 419.421875 1567887188.6040
MEM 419.484375 1567887188.7087
MEM 419.566406 1567887188.8089
MEM 419.640625 1567887188.9127
MEM 419.738281 1567887189.0170
MEM 419.828125 1567887189.1213
MEM 419.929688 1567887189.2253
MEM 419.996094 1567887189.3261
MEM 420.062500 1567887189.4293
MEM 420.132812 1567887189.5312
MEM 420.199219 1567887189.6365
MEM 420.292969 1567887189.7383
MEM 420.371094 1567887189.8386
MEM 420.449219 1567887189.9438
MEM 420.527344 1567887190.0480
MEM 420.605469 1567887190.1484
MEM 420.656250 1567887190.2491
MEM 420.718750 1567887190.3544
MEM 420.773438 1567887190.4560
MEM 420.859375 1567887190.5587
MEM 420.925781 1567887190.6626
MEM 421.000000 1567887190.7668
MEM 421.058594 1567887190.8709
MEM 421.121094 1567887190.9753
MEM 421.183594 1567887191.0795
MEM 421.246094 1567887191.1837
MEM 421.320312 1567887191.2872
MEM 421.398438 1567887191.3887
MEM 421.468750 1567887191.4940
MEM 421.554688 1567887191.5992
MEM 421.640625 1567887191.7029
MEM 421.714844 1567887191.8045
MEM 421.800781 1567887191.9087
MEM 421.894531 1567887192.0140
MEM 421.964844 1567887192.1163
MEM 422.054688 1567887192.2215
MEM 422.136719 1567887192.3230
MEM 422.218750 1567887192.4283
MEM 422.304688 1567887192.5330
MEM 422.382812 1567887192.6373
MEM 422.468750 1567887192.7411
MEM 422.542969 1567887192.8463
MEM 422.628906 1567887192.9508
MEM 423.804688 1567887193.0547
MEM 427.664062 1567887193.1593
MEM 427.539062 1567887193.2637
MEM 432.707031 1567887193.3662
MEM 432.707031 1567887193.4696
MEM 432.746094 1567887193.5702
MEM 433.578125 1567887193.6754
MEM 434.976562 1567887193.7792
MEM 435.445312 1567887193.8844
MEM 437.386719 1567887193.9878
MEM 437.503906 1567887194.0931
MEM 437.617188 1567887194.1984
MEM 438.339844 1567887194.3018
MEM 436.554688 1567887194.4071
MEM 434.207031 1567887194.5087
MEM 435.687500 1567887194.6140
MEM 435.687500 1567887194.7192
MEM 435.781250 1567887194.8245
MEM 435.859375 1567887194.9252
MEM 435.964844 1567887195.0266
MEM 436.066406 1567887195.1318
MEM 436.167969 1567887195.2371
MEM 436.277344 1567887195.3423
MEM 436.355469 1567887195.4476
MEM 436.468750 1567887195.5484
MEM 436.574219 1567887195.6536
MEM 436.667969 1567887195.7581
MEM 436.761719 1567887195.8587
MEM 436.855469 1567887195.9614
MEM 436.949219 1567887196.0667
MEM 437.050781 1567887196.1679
MEM 437.144531 1567887196.2686
MEM 437.257812 1567887196.3738
MEM 437.347656 1567887196.4752
MEM 437.460938 1567887196.5804
MEM 437.550781 1567887196.6837
MEM 437.632812 1567887196.7846
MEM 437.710938 1567887196.8853
MEM 437.796875 1567887196.9906
MEM 437.882812 1567887197.0958
MEM 437.949219 1567887197.1980
MEM 438.035156 1567887197.2985
MEM 438.105469 1567887197.4023
MEM 438.164062 1567887197.5076
MEM 438.246094 1567887197.6087
MEM 438.316406 1567887197.7126
MEM 438.398438 1567887197.8179
MEM 438.476562 1567887197.9232
